------ Begin Next Fly'm ------
1;14.0222;100
2;14.0224;100
3;14.0753;100
4;14.1434;100
5;14.221;100
6;4.53142;100
7;4.19402;100
8;3.95575;100
9;3.76795;100
10;3.61201;100
11;3.47839;100
12;3.36145;100
13;3.25753;100
14;3.16408;100
15;3.07927;100
16;3.00171;100
17;2.93032;100
18;2.86426;100
19;2.80285;100
20;2.74553;100
21;2.69183;100
22;2.64136;100
23;2.5938;100
24;2.54886;100
25;2.50629;100
26;2.46589;100
27;2.42747;100
28;2.39086;100
29;2.35593;100
30;2.32254;100
31;2.29058;100
32;2.25995;100
33;2.23055;100
34;2.2023;100
35;2.17513;100
36;2.14897;100
37;2.12375;100
38;2.09942;100
39;2.07593;100
40;2.05322;100
41;2.03126;100
42;2.01;100
43;1.98941;100
44;1.96946;100
45;1.9501;100
46;1.93131;100
47;1.91306;100
48;1.89533;100
49;1.87809;100
50;1.86131;100
51;1.84499;100
52;1.82909;100
53;1.81361;100
54;1.79851;100
55;1.78379;100
56;1.76943;100
57;1.75541;100
58;1.74173;100
59;1.72836;100
60;1.71531;100
61;1.70254;100
62;1.69006;100
63;1.67785;100
64;1.66591;100
65;1.65422;100
66;1.64277;100
67;1.63156;100
68;1.62058;100
69;1.60982;100
70;1.59927;100
71;1.58893;100
72;1.57878;100
73;1.56884;100
74;1.55907;100
75;1.54949;100
76;1.54009;100
77;1.53085;100
78;1.52178;100
79;1.51287;100
80;1.50412;100
81;1.49552;100
82;1.48706;100
83;1.47875;100
84;1.47057;100
85;1.46253;100
86;1.45462;100
87;1.44684;100
88;1.43919;100
89;1.43165;100
90;1.42423;100
91;1.41693;100
92;1.40974;100
93;1.40265;100
94;1.39568;100
95;1.3888;100
96;1.38203;100
97;1.37536;100
98;1.36878;100
99;1.3623;100
100;1.3559;100
101;1.3496;100
102;1.34338;100
103;1.33725;100
104;1.33121;100
105;1.32524;100
106;1.31936;100
107;1.31355;100
108;1.30782;100
109;1.30216;100
110;1.29658;100
111;1.29107;100
112;1.28563;100
113;1.28025;100
114;1.27495;100
115;1.26971;100
116;1.26453;100
117;1.25942;100
118;1.25436;100
119;1.24937;100
120;1.24444;100
121;1.23957;100
122;1.23475;100
123;1.22999;100
124;1.22528;100
125;1.22063;100
126;1.21603;100
127;1.21148;100
128;1.20698;100
129;1.20254;100
130;1.19814;100
131;1.19379;100
132;1.18948;100
133;1.18523;100
134;1.18102;100
135;1.17685;100
136;1.17273;100
137;1.16865;100
138;1.16461;100
139;1.16061;100
140;1.15666;100
141;1.15274;100
142;1.14887;100
143;1.14503;100
144;1.14123;100
145;1.13747;100
146;1.13375;100
147;1.13006;100
148;1.12641;100
149;1.1228;100
150;1.11921;100
151;1.11567;100
152;1.11215;100
153;1.10867;100
154;1.10522;100
155;1.10181;100
156;1.09842;100
157;1.09507;100
158;1.09175;100
159;1.08845;100
160;1.08519;100
161;1.08196;100
162;1.07875;100
163;1.07558;100
164;1.07243;100
165;1.06931;100
166;1.06621;100
167;1.06314;100
168;1.0601;100
169;1.05709;100
170;1.0541;100
171;1.05114;100
172;1.0482;100
173;1.04528;100
174;1.04239;100
175;1.03952;100
176;1.03668;100
177;1.03386;100
178;1.03106;100
179;1.02829;100
180;1.02554;100
181;1.02281;100
182;1.0201;100
183;1.01741;100
184;1.01475;100
185;1.0121;100
186;1.00948;100
187;1.00687;100
188;1.00429;100
189;1.00173;100
190;0.999182;100
191;0.996656;100
192;0.99415;100
193;0.991663;100
194;0.989194;100
195;0.986744;100
196;0.984312;100
197;0.981898;100
198;0.979501;100
199;0.977122;100
200;0.97476;100
201;14.7066;110
202;14.7068;110
203;14.7623;110
204;14.8337;110
205;14.9151;110
206;4.7526;110
207;4.39873;110
208;4.14882;110
209;3.95186;110
210;3.7883;110
211;3.64816;110
212;3.52552;110
213;3.41652;110
214;3.31852;110
215;3.22957;110
216;3.14822;110
217;3.07335;110
218;3.00407;110
219;2.93966;110
220;2.87954;110
221;2.82322;110
222;2.77029;110
223;2.7204;110
224;2.67327;110
225;2.62862;110
226;2.58625;110
227;2.54595;110
228;2.50756;110
